dimension,edges,isDirectional,minWeight,maxWeight,queue,graphInput,time
70,0,False,0,1,heap,adjList,0.00095367431640625
70,0,False,0,1,heap,adjMatrix,0.0059604644775390625
70,0,False,0,1,array,adjList,0.00095367431640625
70,0,False,0,1,array,adjMatrix,0.0069141387939453125
71,0,False,0,1,heap,adjList,0.00095367431640625
71,0,False,0,1,heap,adjMatrix,0.00476837158203125
71,0,False,0,1,array,adjList,0.00095367431640625
71,0,False,0,1,array,adjMatrix,0.005245208740234375
72,0,False,0,1,heap,adjList,0.00095367431640625
72,0,False,0,1,heap,adjMatrix,0.006198883056640625
72,0,False,0,1,array,adjList,0.00095367431640625
72,0,False,0,1,array,adjMatrix,0.0069141387939453125
73,0,False,0,1,heap,adjList,0.0016689300537109375
73,0,False,0,1,heap,adjMatrix,0.0059604644775390625
73,0,False,0,1,array,adjList,0.0021457672119140625
73,0,False,0,1,array,adjMatrix,0.0059604644775390625
74,0,False,0,1,heap,adjList,0.0019073486328125
74,0,False,0,1,heap,adjMatrix,0.009059906005859375
74,0,False,0,1,array,adjList,0.0019073486328125
74,0,False,0,1,array,adjMatrix,0.007867813110351562
75,0,False,0,1,heap,adjList,0.0019073486328125
75,0,False,0,1,heap,adjMatrix,0.007152557373046875
75,0,False,0,1,array,adjList,0.00095367431640625
75,0,False,0,1,array,adjMatrix,0.022172927856445312
76,0,False,0,1,heap,adjList,0.0021457672119140625
76,0,False,0,1,heap,adjMatrix,0.0069141387939453125
76,0,False,0,1,array,adjList,0.0019073486328125
76,0,False,0,1,array,adjMatrix,0.0059604644775390625
77,0,False,0,1,heap,adjList,0.0011920928955078125
77,0,False,0,1,heap,adjMatrix,0.0069141387939453125
77,0,False,0,1,array,adjList,0.0011920928955078125
77,0,False,0,1,array,adjMatrix,0.006198883056640625
78,0,False,0,1,heap,adjList,0.0019073486328125
78,0,False,0,1,heap,adjMatrix,0.006198883056640625
78,0,False,0,1,array,adjList,0.0021457672119140625
78,0,False,0,1,array,adjMatrix,0.0069141387939453125
79,0,False,0,1,heap,adjList,0.00095367431640625
79,0,False,0,1,heap,adjMatrix,0.010013580322265625
79,0,False,0,1,array,adjList,0.0019073486328125
79,0,False,0,1,array,adjMatrix,0.0069141387939453125
80,0,False,0,1,heap,adjList,0.00095367431640625
80,0,False,0,1,heap,adjMatrix,0.006198883056640625
80,0,False,0,1,array,adjList,0.00095367431640625
80,0,False,0,1,array,adjMatrix,0.0069141387939453125
81,0,False,0,1,heap,adjList,0.0019073486328125
81,0,False,0,1,heap,adjMatrix,0.0069141387939453125
81,0,False,0,1,array,adjList,0.0021457672119140625
81,0,False,0,1,array,adjMatrix,0.007152557373046875
82,0,False,0,1,heap,adjList,0.00095367431640625
82,0,False,0,1,heap,adjMatrix,0.007152557373046875
82,0,False,0,1,array,adjList,0.00095367431640625
82,0,False,0,1,array,adjMatrix,0.010013580322265625
83,0,False,0,1,heap,adjList,0.0021457672119140625
83,0,False,0,1,heap,adjMatrix,0.0209808349609375
83,0,False,0,1,array,adjList,0.00286102294921875
83,0,False,0,1,array,adjMatrix,0.008821487426757812
84,0,False,0,1,heap,adjList,0.0021457672119140625
84,0,False,0,1,heap,adjMatrix,0.008821487426757812
84,0,False,0,1,array,adjList,0.0021457672119140625
84,0,False,0,1,array,adjMatrix,0.0059604644775390625
85,0,False,0,1,heap,adjList,0.00095367431640625
85,0,False,0,1,heap,adjMatrix,0.0059604644775390625
85,0,False,0,1,array,adjList,0.0011920928955078125
85,0,False,0,1,array,adjMatrix,0.0057220458984375
86,0,False,0,1,heap,adjList,0.0007152557373046875
86,0,False,0,1,heap,adjMatrix,0.0073909759521484375
86,0,False,0,1,array,adjList,0.0019073486328125
86,0,False,0,1,array,adjMatrix,0.0059604644775390625
87,0,False,0,1,heap,adjList,0.00095367431640625
87,0,False,0,1,heap,adjMatrix,0.007867813110351562
87,0,False,0,1,array,adjList,0.0030994415283203125
87,0,False,0,1,array,adjMatrix,0.008106231689453125
88,0,False,0,1,heap,adjList,0.00095367431640625
88,0,False,0,1,heap,adjMatrix,0.0069141387939453125
88,0,False,0,1,array,adjList,0.00095367431640625
88,0,False,0,1,array,adjMatrix,0.010013580322265625
89,0,False,0,1,heap,adjList,0.0019073486328125
89,0,False,0,1,heap,adjMatrix,0.0069141387939453125
89,0,False,0,1,array,adjList,0.0021457672119140625
89,0,False,0,1,array,adjMatrix,0.007152557373046875
90,0,False,0,1,heap,adjList,0.00095367431640625
90,0,False,0,1,heap,adjMatrix,0.0069141387939453125
90,0,False,0,1,array,adjList,0.0011920928955078125
90,0,False,0,1,array,adjMatrix,0.0057220458984375
91,0,False,0,1,heap,adjList,0.00095367431640625
91,0,False,0,1,heap,adjMatrix,0.010013580322265625
91,0,False,0,1,array,adjList,0.0019073486328125
91,0,False,0,1,array,adjMatrix,0.007867813110351562
92,0,False,0,1,heap,adjList,0.0019073486328125
92,0,False,0,1,heap,adjMatrix,0.010251998901367188
92,0,False,0,1,array,adjList,0.0011920928955078125
92,0,False,0,1,array,adjMatrix,0.007152557373046875
93,0,False,0,1,heap,adjList,0.0011920928955078125
93,0,False,0,1,heap,adjMatrix,0.008821487426757812
93,0,False,0,1,array,adjList,0.0
93,0,False,0,1,array,adjMatrix,0.0069141387939453125
94,0,False,0,1,heap,adjList,0.00095367431640625
94,0,False,0,1,heap,adjMatrix,0.0069141387939453125
94,0,False,0,1,array,adjList,0.0021457672119140625
94,0,False,0,1,array,adjMatrix,0.0069141387939453125
95,0,False,0,1,heap,adjList,0.0030994415283203125
95,0,False,0,1,heap,adjMatrix,0.013113021850585938
95,0,False,0,1,array,adjList,0.0019073486328125
95,0,False,0,1,array,adjMatrix,0.007867813110351562
96,0,False,0,1,heap,adjList,0.00286102294921875
96,0,False,0,1,heap,adjMatrix,0.010967254638671875
96,0,False,0,1,array,adjList,0.0011920928955078125
96,0,False,0,1,array,adjMatrix,0.0069141387939453125
97,0,False,0,1,heap,adjList,0.00095367431640625
97,0,False,0,1,heap,adjMatrix,0.010967254638671875
97,0,False,0,1,array,adjList,0.0050067901611328125
97,0,False,0,1,array,adjMatrix,0.010013580322265625
98,0,False,0,1,heap,adjList,0.00095367431640625
98,0,False,0,1,heap,adjMatrix,0.007867813110351562
98,0,False,0,1,array,adjList,0.005245208740234375
98,0,False,0,1,array,adjMatrix,0.011205673217773438
99,0,False,0,1,heap,adjList,0.0030994415283203125
99,0,False,0,1,heap,adjMatrix,0.012159347534179688
99,0,False,0,1,array,adjList,0.0011920928955078125
99,0,False,0,1,array,adjMatrix,0.0069141387939453125
100,0,False,0,1,heap,adjList,0.00095367431640625
100,0,False,0,1,heap,adjMatrix,0.010967254638671875
100,0,False,0,1,array,adjList,0.00095367431640625
100,0,False,0,1,array,adjMatrix,0.007152557373046875
101,0,False,0,1,heap,adjList,0.0
101,0,False,0,1,heap,adjMatrix,0.008821487426757812
101,0,False,0,1,array,adjList,0.0
101,0,False,0,1,array,adjMatrix,0.010013580322265625
102,0,False,0,1,heap,adjList,0.0011920928955078125
102,0,False,0,1,heap,adjMatrix,0.009059906005859375
102,0,False,0,1,array,adjList,0.0019073486328125
102,0,False,0,1,array,adjMatrix,0.007867813110351562
103,0,False,0,1,heap,adjList,0.0021457672119140625
103,0,False,0,1,heap,adjMatrix,0.008106231689453125
103,0,False,0,1,array,adjList,0.0007152557373046875
103,0,False,0,1,array,adjMatrix,0.013828277587890625
104,0,False,0,1,heap,adjList,0.0011920928955078125
104,0,False,0,1,heap,adjMatrix,0.008106231689453125
104,0,False,0,1,array,adjList,0.00095367431640625
104,0,False,0,1,array,adjMatrix,0.011920928955078125
105,0,False,0,1,heap,adjList,0.00095367431640625
105,0,False,0,1,heap,adjMatrix,0.011920928955078125
105,0,False,0,1,array,adjList,0.0019073486328125
105,0,False,0,1,array,adjMatrix,0.010967254638671875
106,0,False,0,1,heap,adjList,0.003814697265625
106,0,False,0,1,heap,adjMatrix,0.010013580322265625
106,0,False,0,1,array,adjList,0.0019073486328125
106,0,False,0,1,array,adjMatrix,0.008106231689453125
107,0,False,0,1,heap,adjList,0.00095367431640625
107,0,False,0,1,heap,adjMatrix,0.009059906005859375
107,0,False,0,1,array,adjList,0.00095367431640625
107,0,False,0,1,array,adjMatrix,0.008106231689453125
108,0,False,0,1,heap,adjList,0.0007152557373046875
108,0,False,0,1,heap,adjMatrix,0.008106231689453125
108,0,False,0,1,array,adjList,0.0011920928955078125
108,0,False,0,1,array,adjMatrix,0.011920928955078125
109,0,False,0,1,heap,adjList,0.0011920928955078125
109,0,False,0,1,heap,adjMatrix,0.011920928955078125
109,0,False,0,1,array,adjList,0.00095367431640625
109,0,False,0,1,array,adjMatrix,0.009059906005859375
110,0,False,0,1,heap,adjList,0.00286102294921875
110,0,False,0,1,heap,adjMatrix,0.011920928955078125
110,0,False,0,1,array,adjList,0.0021457672119140625
110,0,False,0,1,array,adjMatrix,0.007867813110351562
111,0,False,0,1,heap,adjList,0.0030994415283203125
111,0,False,0,1,heap,adjMatrix,0.009059906005859375
111,0,False,0,1,array,adjList,0.0021457672119140625
111,0,False,0,1,array,adjMatrix,0.008106231689453125
112,0,False,0,1,heap,adjList,0.003814697265625
112,0,False,0,1,heap,adjMatrix,0.013113021850585938
112,0,False,0,1,array,adjList,0.00286102294921875
112,0,False,0,1,array,adjMatrix,0.010013580322265625
113,0,False,0,1,heap,adjList,0.004291534423828125
113,0,False,0,1,heap,adjMatrix,0.010967254638671875
113,0,False,0,1,array,adjList,0.0021457672119140625
113,0,False,0,1,array,adjMatrix,0.012159347534179688
114,0,False,0,1,heap,adjList,0.0040531158447265625
114,0,False,0,1,heap,adjMatrix,0.014781951904296875
